Estimated Unloading Time: 38
Average Plane Comfort: 14.435371239182011
Passenger Data
A1,10,Sarah,Anderson,female,74,small,-30.923858181097685,true
B1,10,Alexis,King,female,8,medium,-72.58349220251377,true
E1,10,Hannah,Washington,female,79,small,-45.15582980584301,true
F1,10,Ulysses,Smith,male,70,small,-12.613761052133878,true
A2,10,Ruby,Phillips,male,33,small,-60.547778673182236,true
B2,10,Mia,Bell,female,5,small,23.649171048791764,true
E2,10,Jade,Gray,female,99,medium,67.06634691344271,true
F2,10,Daisy,Garcia,male,37,NULL,124.80868004324738,true
A3,10,Yannick,Smith,male,12,NULL,57.791349852993804,false
B3,10,Toby,Lopez,male,77,large,71.65067820128168,false
E3,10,Gabriella,King,female,87,small,196.37058071156693,false
F3,10,Katherine,Lopez,female,45,NULL,5.9053375684539695,false
A4,10,Ian,Edwards,male,45,NULL,86.90137253135228,false
B4,10,Lydia,Stewart,female,12,large,-88.92497303887454,true
E4,10,Kaylee,White,female,29,NULL,71.11670359634775,false
F4,10,Uma,Ramirez,male,60,medium,230.09222631449322,false
A7,3,Molly,Perez,female,76,large,-39.52969824962814,true
B7,6,Claire,Washington,female,43,NULL,51.68996126908685,false
C7,9,Alexa,Anderson,female,18,large,-41.312796616999364,true
D7,9,Natalie,King,female,1,medium,-24.25622278702889,true
E7,6,Penelope,Jenkins,male,21,small,-84.5646258977461,true
F7,3,Kai,Miller,male,28,medium,29.714977092771605,true
A8,3,Rose,Carter,female,3,medium,95.10403640035045,false
B8,6,Riley,Gonzales,male,3,medium,-21.92158085295148,false
C8,9,Daniela,Kelly,female,85,small,-43.06032743157905,false
D8,9,Nina,Jones,male,97,small,41.30240810575326,false
E8,6,Natalie,Gonzales,female,34,large,-40.39422954712936,true
F8,3,Addison,Garcia,female,67,medium,-45.517332979869565,false
A10,3,William,Simmons,male,58,NULL,62.41311005981831,true
B10,6,Adam,Cox,male,66,NULL,98.37788849642743,false
C10,9,Lucy,Long,male,47,large,-27.078884083085356,true
D10,9,Holly,Thomas,male,33,NULL,158.1619241425995,true
E10,6,Grace,Sanders,male,36,medium,-18.716695859746693,true
F10,3,Christopher,Price,male,26,large,152.72298673319756,false
A11,3,Dylan,Stewart,male,40,medium,-16.1160262678144,true
B11,6,Ursula,Patterson,male,69,NULL,28.5505222004915,false
C11,9,Jade,Wood,female,61,large,8.41380178696802,true
D11,9,Madelyn,Powell,female,40,large,256.54746662739757,false
E11,6,Kyle,Simmons,male,99,medium,-2.46139146609217,false
F11,3,Jade,Anderson,female,49,large,-25.35656591577144,true
A12,3,Stella,Green,female,74,NULL,34.1868030741147,false
B12,6,Samantha,Adams,female,21,small,17.205007382773097,true
C12,9,Lucy,Wood,male,14,medium,-52.278656033166435,false
D12,9,Daisy,Garcia,male,36,small,49.01697177446156,true
E12,6,Ivan,Watson,male,2,small,-51.15484870721105,false
F12,3,Jade,Lopez,female,38,small,-31.622694061288424,true
A14,3,Uma,Rivera,male,74,small,20.412303870069742,false
B14,6,Alexis,Murphy,female,97,medium,29.543520400492074,true
C14,9,Arianna,Hall,female,49,NULL,-16.603661268291244,false
D14,9,Nathan,Davis,male,6,NULL,-69.07720326657598,false
E14,6,Ursula,Hill,male,64,large,212.78120557708795,true
F14,3,Penelope,Brown,female,95,medium,-42.01889749240815,true
A15,3,Arianna,Hernandez,female,80,small,-92.07607682780448,false
B15,6,Claire,Richardson,female,91,NULL,13.190306564875678,false
C15,9,Camila,Diaz,female,4,medium,59.418013514537506,true
D15,9,Yannick,Gonzalez,male,88,large,69.07743188293827,false
E15,6,Katherine,Parker,female,67,NULL,-8.508583294474285,false
F15,3,Jessica,Sanchez,male,46,NULL,159.98166376652497,true
A20,3,Evelyn,Jones,female,61,large,-54.91720461293926,true
B20,6,Finn,Jackson,male,70,NULL,-14.798756461008164,false
C20,9,Vivian,Moore,female,29,large,-1.7507408824382011,true
D20,9,Thomas,Jenkins,male,90,small,-32.97800873464441,false
E20,6,Natalie,Barnes,female,35,medium,7.554364351084164,true
F20,3,Xavier,Patterson,male,60,small,-9.113690273896522,true
A21,2,Riley,Martinez,male,28,small,22.662540652041965,true
B21,5,Addison,Walker,female,91,small,63.93349075184132,true
C21,8,Grace,Hall,female,48,NULL,-73.84217750887787,true
D21,8,Finn,Coleman,male,57,small,107.00437083198797,false
E21,5,Zane,Perez,male,26,large,115.98496515747505,false
F21,2,Toby,Morris,male,97,medium,48.91102611792135,true
A22,2,Addison,Wright,female,7,NULL,53.90678156973146,true
B22,5,Christopher,Rogers,male,54,medium,-44.23982878486608,false
C22,8,Nora,Hayes,female,33,large,177.51865261611482,false
D22,8,Daniela,Rivera,female,75,NULL,71.36840667162889,true
E22,5,Aubrey,Allen,female,85,medium,51.49172515482152,true
F22,2,Willow,Gray,female,39,medium,194.7717372430398,false
A23,2,Quinn,Brooks,male,97,medium,-28.031963344484275,true
B23,5,Ella,Jackson,female,62,medium,62.12910823615144,true
C23,8,Aria,Garcia,female,53,large,32.98824048981717,true
D23,8,Skye,Hill,female,4,small,-35.90732183683341,true
E23,5,Simon,Morris,male,64,NULL,-31.07086452610083,true
F23,2,Henry,Scott,male,55,medium,19.027681563831234,false
A24,2,Brielle,Powell,female,42,large,-19.860270431085105,true
B24,5,Samuel,Long,male,81,medium,22.862217103881324,true
C24,8,Natalie,Ward,male,84,large,-12.975078840488553,false
D24,8,Ava,Robinson,male,29,large,156.61482407737864,true
E24,5,Sophia,Hall,male,89,large,-4.373745883420742,true
F24,2,Lydia,Hill,female,38,medium,13.285751052298998,true
A25,2,Nova,Bryant,female,12,NULL,-2.165961677291392,true
B25,5,Riley,Patterson,female,68,medium,76.97661268441712,false
C25,8,Natalie,Diaz,female,73,small,-39.021404650933015,true
D25,8,William,Bailey,male,21,large,-63.66181770516707,false
E25,5,Mia,Roberts,male,12,large,3.1596824929540546,false
F25,2,William,Long,male,88,medium,9.140803189890889,false
A26,2,Paige,Henderson,female,13,large,-30.87987649740527,false
B26,5,Lucy,Johnson,male,80,small,54.1907453934351,true
C26,8,Zara,Watson,male,43,large,28.95841405314033,false
D26,8,Michael,Robinson,male,90,small,14.617131852395989,false
E26,5,Katherine,Baker,male,23,medium,43.40912564130588,false
F26,2,Arielle,King,female,79,NULL,-72.56605200536316,true
A27,2,Owen,Murphy,male,15,small,-11.261747437417414,true
B27,5,Bob,Alexander,male,53,large,-16.095568614020323,true
C27,8,Bob,Cox,male,70,NULL,101.09476756509973,true
D27,8,Jade,Barnes,female,1,NULL,-65.75965962053573,true
E27,5,Rachel,Miller,male,90,NULL,-28.657501193363004,true
F27,2,Zane,Gonzalez,male,51,medium,-152.7155731216472,true
A28,2,Brielle,Wright,female,86,NULL,5.539811161699193,true
B28,5,Emily,Bailey,male,31,NULL,13.38965683289036,true
C28,8,Vincent,Jackson,male,91,small,-29.801103753688324,true
D28,8,Mason,Coleman,male,75,small,13.878652325083664,true
E28,5,Toby,Washington,male,2,small,37.518915463386165,true
F28,2,Oliver,Evans,male,42,medium,-31.774167967043393,false
A29,2,Alexis,Phillips,female,33,NULL,63.72499096031696,true
B29,5,Olivia,Jenkins,male,24,small,9.19366324531622,false
C29,8,Alexis,Lee,female,30,medium,-49.55821101027343,false
D29,8,Christopher,Griffin,male,15,medium,-40.541263618215865,false
E29,5,Emily,Patterson,female,84,small,-42.31799124799388,true
F29,2,Isabel,Davis,male,54,medium,-41.0820665840961,false
